Quantity,Name,Category,Secondary categories,Colors,Mana Value,Scryfall ID,Types
"1,Abstergo Entertainment,Land,"""","""",0,4d197866-7633-493c-80dd-ec3a09165934,""Land"""
"1,""Aragorn, Hornburg Hero"",Counters,"""",""White,Green,Red"",4,14c62aa6-2660-4a18-8f69-4088e18abb40,""Creature"""
"1,""Aragorn, King of Gondor"",Draw,"""",""White,Red,Blue"",4,1c7ac04c-8510-468b-aa6f-f249bde9ff87,""Creature"""
"1,""Atla Palani, Nest Tender"",Draw,"""",""White,Green,Red"",4,2c872b04-e80d-4c02-ac26-8f5cbb82e99f,""Creature"""
"1,""Balamb Garden, SeeD Academy // Balamb Garden, Airborne"",Land,"""","""",0,001e9f20-5b15-41cb-bf82-46172decc235,""Land,Artifact"""
"1,Barktooth Warbeard,Finisher,"""",""Red,Black"",7,48042b58-4d01-410c-bc62-dbf345d26bb5,""Creature"""
"1,""Baron, Airship Kingdom"",Land,"""","""",0,6e4bf840-802d-47d5-bffd-8ba495e19cf6,""Land"""
"1,Basim Ibn Ishaq,Draw,"""",""Black,Blue"",2,f8aa19c1-4e87-4f42-814c-490e75565f6e,""Creature"""
"1,""Black Panther, Wakandan King"",Counters,"""",""White,Green"",2,3a93a12d-6913-4d9e-8e9c-8067147e37f2,""Creature"""
"1,Blasphemous Act,Removal,"""",""Red"",9,fbeeb7d0-cda8-414b-82d3-a83f1883bdd2,""Sorcery"""
"1,Blooming Marsh,Land,"""","""",0,861caabb-0573-4e94-8b03-342f90465064,""Land"""
"1,""Bohn, Beguiling Balladeer"",Ramp,"""",""Red,Blue"",3,6e779a16-7528-49f4-8304-502bb603c15b,""Creature"""
"1,Botanical Sanctum,Land,"""","""",0,cc18d5f4-a56a-4f7d-9f56-ccc92cbfb7f7,""Land"""
"1,Brion Stoutarm,Finisher,"""",""White,Red"",4,10cf891b-efa0-465f-8029-245f09b6b1b2,""Creature"""
"1,""Brokkos, Apex of Forever"",Recursion,"""",""Green,Black,Blue"",5,4cf6ca85-0ef5-4104-b0e6-1137c4975579,""Creature"""
"1,Capital City,Land,"""","""",0,f73ce8ec-c916-48eb-ae20-c0d6d03d7145,""Land"""
"1,""Charix, the Raging Isle"",Finisher,"""",""Blue"",4,59cd38fc-c7f5-4d41-81e6-c08b2dda868b,""Creature"""
"1,City of Brass,Land,"""","""",0,c21565d0-fc40-4d89-9b27-87c03385e0af,""Land"""
"1,Clive's Hideaway,Land,"""","""",0,5e43c36f-b8a2-4b2b-b2ea-57e6fa97521c,""Land"""
"1,Command Tower,Land,"""","""",0,85eb4b03-305b-45a4-82e5-5fcd586cc744,""Land"""
"1,Concealed Courtyard,Land,"""","""",0,b75df1f0-0513-40e4-a449-454f75de6434,""Land"""
"1,Confounding Conundrum,Draw,"""",""Blue"",2,95e37936-913e-4b16-a5a8-8aed733d702d,""Enchantment"""
"1,Counterspell,Removal,"""",""Blue"",2,4f616706-ec97-4923-bb1e-11a69fbaa1f8,""Instant"""
"1,Crossroads Village,Land,"""","""",0,64db46d4-f91f-49cc-971c-b8e19f0c4ea9,""Land"""
"1,""Curie, Emergent Intelligence"",Draw,"""",""Blue"",2,54870f19-96f3-4cde-ae44-a9c5bbb0dbc1,""Creature,Artifact"""
"1,Deadly Rollick,Removal,"""",""Black"",4,0e13f735-54fa-42b6-aea4-ced33811d7d4,""Instant"""
"1,""Deadpool, Trading Card"",Removal,"""",""Red,Black"",4,3a14d6c5-cfd1-4860-834a-5a0dc9df0320,""Creature"""
"1,Desmond Miles,Draw,"""",""Black"",2,c9523cd1-c3cf-4745-af09-77c1a83ac86f,""Creature"""
"1,Fabled Passage,Land,"""","""",0,7c787c6b-b6c7-47a0-8f8d-761629f5568e,""Land"""
"1,""Fblthp, the Lost"",Draw,"""",""Blue"",2,79b2c547-0d9e-4fd7-a399-347ad908c70b,""Creature"""
"1,Field of Ruin,Land,"""","""",0,8d9d6a9d-18a3-4cc8-8276-29fb826ed1fa,""Land"""
"1,Forest,Land,"""","""",0,a305e44f-4253-4754-b83f-1e34103d77b0,""Land"""
"1,Frodo Baggins,Draw,"""",""White,Green"",2,de1c0399-9db8-4901-b72e-0010eb9b92b0,""Creature"""
"1,Gandalf the White,Protection,"""",""White"",5,e384c20b-d0c1-4781-9d11-e89e5a6bf3fc,""Creature"""
"1,Ghost Quarter,Land,"""","""",0,b3699c15-d834-4dde-ae3b-b3eb8241b442,""Land"""
"1,""Gluntch, the Bestower"",Draw,"""",""White,Green"",3,3b3e889a-5865-4464-9923-bffa25c50cd2,""Creature"""
"1,""Gohn, Town of Ruin"",Land,"""","""",0,99582781-613e-4a33-aec7-7569b4a961aa,""Land"""
"1,""Gongaga, Reactor Town"",Land,"""","""",0,7beccfa6-3e4b-4460-954e-870cb39e462d,""Land"""
"1,""Grazilaxx, Illithid Scholar"",Draw,"""",""Blue"",3,4dc6ed00-45d3-4c5c-8d19-57334023879f,""Creature"""
"1,Gretchen Titchwillow,Draw,"""",""Green,Blue"",2,3c8b248e-1460-4650-9721-85c134c21b89,""Creature"""
"1,""Guadosalam, Farplane Gateway"",Land,"""","""",0,dfcbc131-fd50-4908-b539-c8e52bb70c58,""Land"""
"1,""Gyruda, Doom of Depths"",Draw,"""",""Black,Blue"",6,206739b3-9b6a-4855-a2c3-721879bdbfb7,""Creature"""
"1,""Havi, the All-Father"",Recursion,"""",""White,Green,Red"",6,7c44cc99-eb71-4be3-89f2-74473f2717d3,""Creature"""
"1,""Henry Wu, InGen Geneticist"",Draw,"""",""Green,Black,Blue"",3,5b67d302-ddaa-4627-adc8-86bb665f69ad,""Creature"""
"1,Hidden Hideout,Land,"""","""",0,f356522c-018d-43c7-988a-9ef9829ae75c,""Land"""
"1,""Ian Malcolm, Chaotician"",Theft,"""",""Red,Blue"",3,b4a0402e-e39b-4008-b654-189b4a5e03a3,""Creature"""
"1,Indatha Triome,Land,"""","""",0,2b74bb81-fb9a-40e5-a941-e517430b52f5,""Land"""
"1,""Insomnia, Crown City"",Land,"""","""",0,07fca511-a65c-4779-82c0-9215b0dcd068,""Land"""
"1,Inspiring Vantage,Land,"""","""",0,85df6b6a-2dcf-4828-a4a8-e07d52e1fddd,""Land"""
"1,Island,Land,"""","""",0,14fcdc57-12e2-429b-8916-4df752e462d4,""Land"""
"1,""Jodah, the Unifier"",Commander,"""",""White,Green,Red,Black,Blue"",5,cf2674d0-ac96-472d-9e86-0c463fc4d7d7,""Creature"""
"1,""K-9, Mark I"",Protection,"""",""Blue"",1,b2e46695-7bd3-448c-a5ea-6d544943ec5f,""Creature,Artifact"""
"1,""Karazikar, the Eye Tyrant"",Draw,"""",""Red,Black"",5,da46b47b-0156-4a01-b4b1-28526a6826f4,""Creature"""
"1,""Katara, Bending Prodigy"",Draw,"""",""Blue"",3,e8372167-383f-4302-a8ea-b6bf495c870c,""Creature"""
"1,Ketria Triome,Land,"""","""",0,e5b1b1dc-523c-4fce-baea-6f13971cc03b,""Land"""
"1,""Marchesa, the Black Rose"",Recursion,"""",""Red,Black,Blue"",4,35f3f243-927d-4b84-87cd-43c48f6c371a,""Creature"""
"1,Marsh Flats,Land,"""","""",0,9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42,""Land"""
"1,""Megatron, Tyrant // Megatron, Destructive Force"",Ramp,"""",""White,Red,Black"",6,19385c88-9af3-4931-8dfc-6e51a5c5f816,""Creature,Artifact,Artifact"""
"1,Night's Whisper,Draw,"""",""Black"",2,67bdba19-c74a-462d-9e51-4fd7f0a6a2c3,""Sorcery"""
"1,""Optimus Prime, Hero // Optimus Prime, Autobot Leader"",Counters,"""",""White,Red,Blue"",6,f04ed2cc-aae1-400b-9cc5-5d4e3e3dd714,""Creature,Artifact,Artifact"""
"1,Path of Ancestry,Land,"""","""",0,b8504812-fcf5-47d3-977d-1d9a11231fd0,""Land"""
"1,Plains,Land,"""","""",0,2f05ea5f-891e-4a66-82db-3ffb17efd002,""Land"""
"1,Prishe's Wanderings,Ramp,"""",""Green"",3,d6e1dee0-e2cd-4899-a3ea-7d0df717c9ab,""Instant"""
"1,PuPu UFO,Ramp,"""","""",2,989b52f7-d8a5-4488-9a5d-f14a1d48686d,""Creature,Artifact"""
"1,""Rabanastre, Royal City"",Land,"""","""",0,c44c9bbe-f4c6-41cf-b3c3-b943f4011bc1,""Land"""
"1,Reach the Horizon,Ramp,"""",""Green"",4,c25960e0-5779-4e20-89f3-03950ad9d91c,""Sorcery"""
"1,Rising of the Day,Anthem,"""",""Red"",3,d4fbcac6-8ac9-44a8-9d1a-03d0799ac253,""Enchantment"""
"1,River Song,Counters,"""",""Red,Blue"",3,a1efb084-d2a0-44c4-a89d-6445156bb298,""Creature"""
"1,Ruhan of the Fomori,Finisher,"""",""White,Red,Blue"",4,7fa40fde-2c11-4dec-b788-01f8d90198df,""Creature"""
"1,""Samut, Voice of Dissent"",Anthem,"""",""Green,Red"",5,2c7ea1c6-30b2-4612-8911-03fde5ecbb2a,""Creature"""
"1,Scalding Tarn,Land,"""","""",0,71e491c5-8c07-449b-b2f1-ffa052e6d311,""Land"""
"1,""Sharlayan, Nation of Scholars"",Land,"""","""",0,7a745b5e-cdb8-4d05-ac5c-87be69536da6,""Land"""
"1,""Shelob, Child of Ungoliant"",Tokens,"""",""Green,Black"",6,a14c4b29-3363-45ce-9190-0f79e1a0ef7f,""Creature"""
"1,""Skrelv, Defector Mite"",Protection,"""",""White"",1,509c00d2-6a84-4760-8927-483ed123b05f,""Creature,Artifact"""
"1,Skycloud Expanse,Land,"""","""",0,03f8c846-d80c-49a4-a562-e817cd0c6096,""Land"""
"1,""Smeagol, Helpful Guide"",Ramp,"""",""Green,Black"",3,13253f8d-1897-41e8-a904-9e57ac7eff0a,""Creature"""
"1,Smothering Tithe,Ramp,"""",""White"",4,861b5889-0183-4bee-afeb-a4b2aa700a8e,""Enchantment"""
"1,""Sokrates, Athenian Teacher"",Draw,"""",""White,Blue"",3,f9266244-e8bc-47f8-a440-55d208b961df,""Creature"""
"1,Spirebluff Canal,Land,"""","""",0,59a04e16-a767-4112-ab01-6ca1b09c286c,""Land"""
"1,Starting Town,Land,"""","""",0,fc7d1912-7e27-49ef-bd98-375d975a42b0,""Land"""
"1,Swamp,Land,"""","""",0,f0b234d8-d6bb-48ec-8a4d-d8a570a69c62,""Land"""
"1,The Blue Spirit,Draw,"""",""Blue"",4,d0d1f5b0-f842-40d5-ae51-015eefe68fa1,""Creature"""
"1,The Gold Saucer,Land,"""","""",0,5363c881-443d-43df-afd8-f81e1a1741a2,""Land"""
"1,The Thirteenth Doctor,Counters,"""",""Green,Blue"",3,0dc4ec90-1650-4b98-9350-66341394cf0b,""Creature"""
"1,The Wandering Minstrel,Ramp,"""",""Green,Blue"",2,fd5de0c8-6af9-4b0a-be9d-19af1e7bd7c3,""Creature"""
"1,Three Visits,Ramp,"""",""Green"",2,07e40ddc-0483-4a2e-a776-807b37bada7f,""Sorcery"""
"1,""Toski, Bearer of Secrets"",Draw,"""",""Green"",4,63e08eb1-de6e-4f31-a523-86b1e013b1ca,""Creature"""
"1,""Toxrill, the Corrosive"",Removal,"""",""Black"",7,dc04312f-3838-4e5e-bb9e-52bcf8049d09,""Creature"""
"1,""Treno, Dark City"",Land,"""","""",0,f6285535-bc44-4274-a886-b14d7c7aaba8,""Land"""
"1,""Vector, Imperial Capital"",Land,"""","""",0,10e5648e-4884-41e3-95f8-c76f6bca01e2,""Land"""
"1,""Venat, Heart of Hydaelyn // Hydaelyn, the Mothercrystal"",Draw,"""",""White"",3,2625c00d-0a51-4481-bf36-cf13a2546242,""Creature,Creature"""
"1,""Windurst, Federation Center"",Land,"""","""",0,c74024bd-b383-468d-9cf5-d112a29f6457,""Land"""
"1,""Witch-king, Sky Scourge"",Draw,"""",""Red,Black"",7,0cd26961-ed53-417c-8a1e-2641d5f05640,""Creature"""
"1,""Wolverine, Best There Is"",Counters,"""",""Green,Red"",3,ebe83332-195e-4ac1-878f-f52eef62ce6a,""Creature"""
"1,World Map,Ramp,"""","""",1,70d9ab99-ec8a-402e-ba1d-ffa6c4c84a3f,""Artifact"""
"1,""Xanathar, Guild Kingpin"",Theft,"""",""Black,Blue"",6,5bc58050-a615-4090-9cf5-cd49ccb4e2c6,""Creature"""
"1,Yargle and Multani,Finisher,"""",""Green,Black"",6,28f519bd-b396-4e45-881e-707f6822c402,""Creature"""
"1,""Yidaro, Wandering Monster"",Anthem,"""",""Red"",7,45d00a73-4699-4a94-b121-159a0d17c817,""Creature"""
"1,Zack Fair,Protection,"""",""White"",1,f21f9161-5945-40da-8da0-446f6a4a1c23,""Creature"""
"1,""Zanarkand, Ancient Metropolis // Lasting Fayth"",Land,"""","""",0,c64bb94b-c1a7-4dd3-b2dc-b87d306d62ad,""Land,Sorcery"""
