Total_runs	Proportion_of_Starting_failure	Proportion_failure_after_draws
201	0.21393034825870647	0.07960199004975124
202	0.21287128712871287	0.07920792079207921
203	0.21182266009852216	0.07881773399014778
204	0.2107843137254902	0.0784313725490196
205	0.2146341463414634	0.07804878048780488
206	0.21359223300970873	0.07766990291262135
207	0.21739130434782608	0.07729468599033816
208	0.22115384615384615	0.07692307692307693
209	0.22009569377990432	0.07655502392344497
210	0.21904761904761905	0.0761904761904762
211	0.21800947867298578	0.07582938388625593
212	0.2169811320754717	0.07547169811320754
213	0.22065727699530516	0.07511737089201878
214	0.21962616822429906	0.07476635514018691
215	0.2186046511627907	0.07441860465116279
216	0.2175925925925926	0.07407407407407407
217	0.21658986175115208	0.07373271889400922
218	0.21559633027522937	0.07339449541284404
219	0.2146118721461187	0.0730593607305936
220	0.21363636363636362	0.07272727272727272
221	0.2171945701357466	0.07239819004524888
222	0.21621621621621623	0.07207207207207207
223	0.21973094170403587	0.07174887892376682
224	0.21875	0.07142857142857142
225	0.2222222222222222	0.07555555555555556
226	0.22123893805309736	0.0752212389380531
227	0.22026431718061673	0.07488986784140969
228	0.21929824561403508	0.07456140350877193
229	0.2183406113537118	0.07423580786026202
230	0.21739130434782608	0.07391304347826087
231	0.21645021645021645	0.0735930735930736
232	0.21551724137931033	0.07327586206896551
233	0.2145922746781116	0.07296137339055794
234	0.21367521367521367	0.07264957264957266
235	0.2127659574468085	0.07234042553191489
236	0.211864406779661	0.07203389830508475
237	0.2109704641350211	0.07172995780590717
238	0.21008403361344538	0.07142857142857142
239	0.21338912133891214	0.07112970711297072
240	0.2125	0.07083333333333333
241	0.21161825726141079	0.07053941908713693
242	0.21074380165289255	0.07024793388429752
243	0.2139917695473251	0.07407407407407407
244	0.21311475409836064	0.07377049180327869
245	0.2163265306122449	0.07346938775510205
246	0.21951219512195122	0.07317073170731707
247	0.21862348178137653	0.0728744939271255
248	0.21774193548387097	0.07258064516129033
249	0.21686746987951808	0.07228915662650602
250	0.22	0.072
251	0.21912350597609562	0.07171314741035857
252	0.21825396825396826	0.07142857142857142
253	0.22134387351778656	0.07509881422924901
254	0.22440944881889763	0.07480314960629922
255	0.2235294117647059	0.07450980392156863
256	0.22265625	0.07421875
257	0.22178988326848248	0.07392996108949416
258	0.22093023255813954	0.07364341085271318
259	0.22007722007722008	0.07335907335907337
260	0.21923076923076923	0.07307692307692308
261	0.21839080459770116	0.07279693486590039
262	0.21755725190839695	0.07251908396946564
263	0.21673003802281368	0.07224334600760456
264	0.2159090909090909	0.07196969696969698
265	0.21509433962264152	0.07169811320754717
266	0.21428571428571427	0.07142857142857142
267	0.21348314606741572	0.07116104868913857
