Total_runs	Turns
1209	22
1210	19
1211	30
1212	8
1214	10
1216	19
1217	2
1218	10
1219	14
1221	35
1222	13
1223	15
1224	2
1225	7
1227	9
1228	8
1229	19
1230	5
1231	18
1232	27
1233	4
1234	0
1235	29
1236	11
1238	18
1240	32
1241	1
1242	24
1243	29
1244	0
1245	13
1246	9
1247	11
1248	13
1249	11
1250	8
1251	19
1252	20
1254	20
1256	10
1257	16
1258	14
1259	11
1260	5
1261	14
1262	11
1263	7
1264	14
1265	4
1267	15
1268	16
1269	13
1270	4
1271	10
1272	10
1274	4
1275	26
1276	11
1279	6
1283	9
1284	6
1286	29
1287	16
1288	7
1289	39
1291	35
1292	17
1293	8
1294	15
1295	20
1296	20
1297	11
1299	0
1300	16
1301	11
1302	24
1303	5
1304	10
1305	0
1306	3
1307	5
1308	13
1309	8
1310	26
1311	24
1312	22
1314	24
1317	8
1318	8
1319	28
1320	14
1321	20
1322	10
1324	19
1325	2
1326	5
1328	20
1329	32
1330	14
1331	17
1332	2
1333	16
1334	1
1335	11
1338	7
1339	15
1340	18
1341	21
1342	12
1343	33
1344	13
1346	19
1347	10
1348	7
1350	19
1351	15
1352	25
1354	27
1355	12
1356	18
1357	12
1360	9
1361	8
1364	33
1365	6
1367	15
1369	37
1370	9
1371	17
1373	6
1374	17
1375	14
1376	20
1377	25
1378	14
1379	29
1380	15
1381	9
1382	39
1383	7
1384	0
1385	17
1386	24
1387	9
1388	12
1389	8
1390	23
1391	7
1392	17
1393	15
1394	5
1395	11
1396	17
1397	13
1398	17
1399	18
1400	11
1402	19
1403	2
1404	50
1405	18
1406	9
1407	23
1408	4
1409	18
1410	13
1411	5
1412	12
1414	6
1415	7
1416	27
1417	8
1419	23
1421	22
1422	14
1423	21
1424	15
1425	17
1426	16
1427	18
1428	17
1429	31
1430	14
1431	29
1432	32
1433	12
1434	32
1435	27
1436	21
1437	25
1438	8
1439	14
1440	11
1441	27
1442	22
1443	37
1444	12
1445	15
1446	6
1447	11
1449	19
1450	12
1451	8
1452	34
1454	4
1455	17
1456	8
1457	16
1458	7
1459	14
1462	6
1463	30
1464	27
1465	17
1466	7
1467	9
1469	29
1470	15
1471	34
1472	7
1473	18
1474	1
1476	5
1477	29
1479	10
1480	11
1481	15
1482	7
1483	9
1484	7
1485	18
1487	9
1488	16
1489	4
1490	22
1491	8
1492	20
1493	35
1494	10
1496	39
1497	22
1498	4
1499	18
1500	10
1503	3
1504	16
1506	17
1507	10
1508	21
1509	15
1510	6
1512	13
1513	40
1514	23
1515	18
1516	8
1517	27
1518	16
1520	11
1521	29
1522	32
1523	6
1525	9
1526	23
1527	23
1528	21
1529	12
1531	19
1532	0
1533	22
1534	23
1535	5
1536	7
1537	8
1538	13
1539	16
1540	31
1541	13
1542	25
1543	22
1544	13
1545	10
1546	33
1547	8
1549	12
1550	12
1551	30
1552	19
1553	48
1556	21
1557	33
1558	9
1559	5
1560	23
1561	17
1562	14
1563	42
1567	11
1568	4
1570	7
1571	11
1572	10
1573	62
1574	37
1576	31
1577	20
1578	25
1579	16
1580	14
1583	8
1584	5
1587	4
1588	31
1589	18
1590	17
1591	19
1592	9
1593	10
1594	14
1595	8
1596	7
1598	16
1599	27
1600	7
1601	12
1603	18
1604	7
1605	14
1607	16
1608	20
1609	10
1611	19
1612	3
1613	9
1614	2
1617	13
1618	28
1619	38
1620	25
1621	17
1622	18
1623	20
1624	13
1625	28
1626	9
1627	29
1628	7
1629	35
1630	17
1631	19
1632	5
1633	29
1634	22
1635	34
1637	19
1638	36
1639	23
1641	19
1642	3
1643	4
1644	12
1645	23
1647	28
1648	11
1649	7
1650	10
1651	13
1652	30
1653	9
1655	5
1656	6
1658	12
1659	28
1660	17
1661	44
1662	21
1663	12
1664	23
1665	16
1666	9
1667	20
1668	27
1669	37
1670	6
1671	8
1672	17
1673	26
1674	23
1675	1
1676	17
1678	22
1679	15
1681	37
1682	10
1683	30
1684	19
1685	6
1686	39
1687	16
1688	11
1689	46
1690	8
1691	48
1692	11
1693	13
1694	12
1695	11
1696	1
1697	19
1698	4
1699	0
1700	7
1701	7
1702	12
1703	14
1704	9
1705	9
1706	4
1707	17
1708	33
1709	30
1710	10
1711	16
1712	25
1713	30
1714	35
1715	2
1716	15
1717	21
1718	2
1719	23
1723	31
1724	43
1726	0
1727	28
1728	11
1730	18
1731	23
1732	28
1733	21
1734	26
1735	6
1736	4
1737	25
1738	28
1739	53
1741	7
1742	9
1743	24
1745	20
1746	11
1747	16
1748	9
1751	11
1752	22
1753	20
1754	20
1755	13
1756	11
1757	16
1759	8
1760	4
1761	29
1762	36
1764	9
1766	17
1767	31
1768	30
1770	9
1771	31
1772	15
1773	23
1774	17
1775	16
1776	24
1777	17
1778	11
1779	6
1780	10
1782	13
1783	12
1784	4
1785	6
1786	14
1788	8
1789	16
1790	6
1792	24
1793	3
1794	3
1795	10
1797	9
1798	29
1799	13
1800	22
1801	28
1802	17
1803	22
1804	33
1805	25
1806	10
1807	27
1808	48
1809	13
1810	6
1811	14
1812	10
1813	9
1814	5
1815	14
1817	26
1818	20
1820	34
1821	24
1822	12
1823	22
1824	12
1826	5
1827	21
1828	9
1829	9
1830	9
1832	14
1833	5
1834	16
1837	7
1838	21
1840	22
1841	27
1842	7
1844	24
1845	19
1846	18
1847	16
1848	9
1849	10
1850	14
1851	27
1853	17
1855	6
1856	11
1858	68
1859	5
1860	8
1861	13
1862	25
1863	10
1864	18
1865	8
1867	27
1868	9
1869	13
1870	24
1871	6
1872	20
1873	42
1874	39
1876	27
1877	5
1878	14
1879	14
1880	13
1881	13
1882	32
1883	19
1885	12
1887	8
1888	9
1889	12
1891	41
1892	13
1893	27
1894	17
1895	16
1897	24
1898	44
1899	18
1900	13
1901	16
1902	32
1903	9
1904	25
1905	21
1906	3
1907	13
1908	18
1909	19
1910	11
1911	5
1912	32
1913	8
1914	3
1915	21
1916	15
1917	33
1919	9
1921	19
1922	13
1923	8
1925	33
1928	23
1929	2
1930	11
1931	18
1932	20
1933	8
1934	13
1935	16
1936	23
1939	19
1941	9
1942	18
1943	10
1944	26
1945	13
1948	20
1949	6
1950	14
1951	8
1952	24
1953	13
1954	14
1955	25
1956	18
1957	8
1959	22
1960	5
1962	29
1964	7
1965	25
1966	7
1967	21
1968	14
1969	5
1971	17
1972	4
1973	7
1974	11
1975	7
1977	3
1978	10
1979	11
1980	7
1981	5
1982	18
1983	13
1984	27
1985	17
1986	24
1989	16
1990	20
1991	5
1992	2
1993	8
1994	27
1996	17
1997	1
1998	11
1999	7
2000	7
2001	10
2002	10
2004	13
2005	11
2006	29
2008	18
2009	32
2010	13
2011	12
2012	7
2013	19
2014	8
2015	19
2016	21
2017	35
2018	33
2019	12
2021	16
2022	22
2023	34
2024	34
2025	16
2026	3
2027	23
2028	13
2029	7
2030	12
2031	21
2032	16
2033	18
2034	14
2035	10
2037	14
2039	14
2040	9
2041	23
2042	12
2043	12
2044	6
2045	13
2046	10
2047	20
2048	8
2049	26
2050	5
2051	8
2052	16
2053	3
2054	12
2055	12
2057	11
2058	12
2059	35
2060	18
2061	10
2062	14
2063	16
2064	7
2066	7
2067	19
2069	18
2070	11
2071	6
2073	10
2075	19
2076	10
2078	23
2079	10
2080	17
2081	12
2082	18
2083	46
2084	26
2086	27
2087	4
2088	13
2089	32
2091	22
2092	1
2093	20
2095	23
2096	12
2097	39
2098	4
2099	8
2100	31
2101	17
2102	10
2103	2
2104	10
2105	31
2106	8
2107	26
2109	6
2110	13
2111	13
2112	9
2113	15
2114	12
2115	6
2116	34
2117	11
2118	22
2119	23
2120	6
2121	5
2123	7
2124	7
2125	18
2126	11
2127	26
2128	13
2131	16
2132	28
2133	13
2134	18
2135	6
2136	12
2137	24
2138	4
2139	12
2140	26
2141	39
2142	10
2144	18
2146	11
2147	15
2148	19
2149	6
2150	28
2151	14
2152	38
2153	3
2154	18
2155	11
2156	19
2157	20
2158	34
2160	10
2161	24
2162	27
2163	15
2164	4
2165	46
2166	10
2167	21
2168	12
2169	10
2170	9
2171	19
2172	4
2174	20
2175	30
2176	15
2177	8
2178	15
2179	16
2181	21
2183	15
2184	21
2185	11
2186	32
2189	31
2190	1
2191	37
2192	27
2193	15
2194	14
2195	9
2196	20
2197	9
2198	2
2199	29
2200	27
2201	15
2202	12
2204	21
2205	16
2206	7
2207	4
2208	15
2209	34
2210	9
2211	34
2212	39
2213	27
2214	6
2215	8
2216	41
2218	17
2219	17
2220	15
2221	39
2222	4
2223	15
2225	7
2226	4
2227	11
2228	9
2229	24
2230	49
2231	14
2232	15
2233	7
2234	29
2235	11
2236	8
2237	16
2238	15
2239	8
2240	22
2241	10
2242	4
2243	33
2244	24
2245	17
2246	31
2247	62
2248	12
2249	5
2250	17
2251	7
2252	12
2253	23
2254	17
2255	11
2256	16
2257	23
2258	15
2259	11
2260	8
2261	2
2265	15
2266	9
2268	15
2270	24
2271	19
2272	16
2273	28
2274	17
2275	0
2276	8
2277	33
2278	5
2279	28
2280	36
2281	10
2282	11
2283	11
2284	17
2285	17
2287	7
2288	31
2289	17
2290	47
2291	14
2292	24
2293	1
2294	1
2295	7
2296	8
2297	12
2298	4
2299	12
2300	25
2301	10
2302	20
2303	24
2304	6
2306	25
2307	4
2309	32
2310	23
2311	27
2313	15
2314	19
2315	3
2316	8
2318	50
2319	26
2320	15
2321	24
2322	38
2324	13
2325	15
2326	31
2327	10
2328	7
2329	8
2331	10
2332	3
2334	39
2335	29
2338	8
2339	28
2340	10
2341	28
2342	17
2343	29
2344	0
2345	21
2346	32
2347	6
2348	16
2349	30
2350	20
2352	18
2354	8
2355	21
2356	18
2357	9
2358	5
2359	54
2360	17
2361	4
2362	8
2363	24
2364	15
2365	37
2366	17
2368	15
2369	34
2371	18
2372	15
2373	36
2374	22
2375	46
2376	21
2377	20
2379	16
2380	11
2381	4
2382	15
2383	21
2384	15
2385	29
2386	16
2387	27
2388	2
2389	0
2390	12
2391	11
2392	20
2393	19
2394	32
2395	32
2397	25
2398	5
2399	18
2400	19
2401	10
2402	24
2403	28
2404	18
2405	9
2406	0
2407	8
2409	13
2412	11
2414	12
2415	9
2416	20
2417	6
2418	27
2419	23
2420	16
2423	25
2424	12
2425	43
2426	9
2427	26
2428	15
2429	15
2432	17
2433	21
2434	15
2435	25
2436	9
2437	26
2438	15
2439	3
2440	10
2441	6
2442	8
2443	11
2444	26
2445	6
2446	8
2447	30
2448	10
2449	3
2450	15
2451	4
2453	20
2454	7
2455	14
2456	21
2457	12
2458	4
2459	18
2460	20
2461	13
2462	2
2463	14
2466	21
2467	13
2468	20
2469	18
2470	11
2471	16
2472	26
2473	19
2474	4
2475	23
2476	16
2477	8
2478	28
2479	18
2480	16
2481	16
2482	11
2484	13
2485	22
2486	10
2487	7
2488	12
2489	21
2491	22
2492	19
2493	8
2494	5
2496	11
2498	25
2499	1
2500	7
2501	25
2502	13
2505	4
2506	7
2507	6
2508	6
2510	11
2511	22
2512	18
2513	20
2514	2
2515	16
2516	7
2517	17
2518	10
2519	19
2521	19
2523	15
2524	20
2525	46
2526	38
2527	19
2528	3
2529	21
2531	11
2533	13
2534	26
2536	18
2537	51
2538	28
2539	9
2541	28
2542	37
2543	19
2545	9
2547	8
2549	6
2550	2
2552	11
2553	38
2554	3
2556	14
2557	7
2558	35
2559	19
2560	17
2561	14
2562	13
2563	13
2564	6
2565	11
2566	11
2567	6
2568	19
2569	2
2570	10
2571	16
2572	20
2573	0
2574	37
2575	8
2576	15
2577	34
2578	16
2579	3
2580	14
2581	9
2582	28
2583	14
2584	22
2585	30
2586	17
2587	29
2588	19
2589	2
2590	27
2591	14
2592	12
2593	10
2594	3
2595	21
2597	9
2599	11
2600	7
2602	10
2603	22
2604	13
2605	14
2606	21
2607	12
2608	23
2609	18
2610	13
2611	36
2612	8
2613	22
2615	7
2616	21
2617	20
2618	14
2620	10
2622	18
2623	7
2624	7
2625	13
2626	5
2627	14
2628	24
2629	5
2630	5
2631	12
2632	9
2634	18
2636	29
2637	19
2638	9
2639	22
2640	34
2641	6
2642	17
2643	19
2644	34
2645	34
2646	7
2647	21
2648	4
2649	30
2650	20
2651	3
2652	13
2653	8
2654	16
2655	20
2658	38
2659	22
2661	12
2662	15
2663	14
2664	25
2665	7
2666	20
2667	26
2668	14
2669	21
2673	10
2674	17
2675	37
2676	6
2677	14
2678	24
2679	17
2680	14
2681	22
2682	5
2683	5
2684	9
2685	22
2688	30
2690	17
2692	9
2693	9
2694	17
2695	7
2696	22
2697	29
2698	5
2699	25
2700	12
2701	14
2702	28
2703	25
2704	12
2705	10
2706	19
2707	30
2709	14
2710	15
2711	25
2712	25
2713	10
2714	13
2716	15
2717	8
2718	3
2719	7
2721	17
2722	15
2723	8
2724	10
2725	19
2726	1
2727	19
2728	17
2729	15
2730	9
2731	6
2732	18
2733	40
2734	23
2735	11
2736	24
2737	20
2738	3
2739	6
2740	6
2741	41
2742	22
2743	12
2745	39
2746	28
2747	13
2748	7
2749	40
2750	10
2752	18
2753	18
2754	15
2755	20
2756	31
2757	13
2758	37
2759	25
2761	14
2763	12
2764	18
2769	15
2770	26
2771	14
2772	15
2774	6
2775	19
2776	15
2777	6
2779	2
2780	9
2781	22
2782	20
2783	6
2784	17
2785	17
2786	9
2788	29
2789	11
2790	21
2791	7
2792	20
2793	26
2794	15
2795	13
2796	11
2798	5
2799	15
2800	3
2801	17
2802	10
2803	13
2804	14
2806	18
2807	19
2809	15
2810	24
2811	10
2812	31
2813	13
2814	4
2815	19
2816	13
2817	33
2818	16
2819	9
2821	11
2822	17
2823	13
2824	2
2825	26
2826	20
2828	31
2829	24
2830	13
2831	15
2832	19
2833	37
2834	5
2835	4
2836	19
2838	12
2839	13
2840	33
2841	11
2842	19
2843	10
2844	17
2846	3
2847	18
2848	26
2849	18
2850	8
2851	22
2852	22
2853	18
2854	5
2857	4
2858	16
2860	36
2861	8
2862	7
2863	10
2865	31
2866	12
2868	35
2870	22
2871	7
2873	25
2874	11
2875	16
2876	29
2877	26
2878	17
2880	29
2881	11
2882	21
2883	11
2884	8
2885	7
2886	9
2887	37
2888	15
2889	6
2890	15
2891	10
2893	40
2894	13
2895	5
2896	15
2897	13
2898	24
2900	16
2901	31
2902	35
2904	5
2905	14
2906	20
2907	15
2908	10
2909	13
2910	16
2911	15
2912	12
2913	17
2914	33
2915	10
2916	14
2917	6
2918	3
2919	32
2920	26
2921	11
2922	27
2923	7
2925	8
2926	4
2927	1
2928	28
2931	14
2932	20
2933	6
2934	12
2935	3
2936	22
2937	7
2938	10
2939	22
2940	15
2941	12
2942	14
2943	1
2944	16
2945	13
2946	19
2947	11
2948	21
2949	5
2950	21
2951	33
2952	24
2953	8
2955	21
2956	30
2957	35
2958	20
2959	21
2960	6
2961	21
2962	17
2963	22
2965	19
2966	14
2968	22
2971	28
2972	4
2974	20
2975	20
2976	7
2977	12
2978	33
2979	30
2980	4
2981	11
2982	24
2983	8
2984	10
2985	21
2986	35
2987	4
2988	8
2989	19
2990	35
2991	3
2992	36
2994	23
2995	19
2996	15
2997	8
2999	21
3000	3
3001	30
3002	39
3003	23
3004	13
3005	14
3006	21
3008	11
3009	19
3011	14
3012	10
3013	23
3014	21
3015	8
3016	13
3017	15
3018	8
3019	13
3020	15
3022	1
3023	7
3024	18
3025	20
3026	12
3027	31
3028	18
3029	20
3031	20
3032	16
3033	24
3035	18
3036	23
3037	13
3038	25
3040	34
3041	17
3042	14
3043	8
3044	1
3045	11
3046	9
3047	15
3048	7
3049	8
3050	8
3051	12
3052	9
3053	6
3054	19
3055	13
3057	22
3058	18
3059	15
3060	11
3061	20
3062	23
3063	6
3064	14
3065	18
3066	3
3068	21
3069	11
3071	26
3072	38
3073	14
3074	19
3075	7
3076	17
3077	17
3078	23
3079	28
3080	22
3081	43
3082	25
3083	5
3084	11
3085	20
3086	20
3087	23
3088	6
3089	20
3090	5
3091	5
3092	16
3093	8
3094	11
3096	5
3097	27
3098	15
3099	35
3100	8
3102	22
3104	16
3105	25
3106	23
3107	8
3108	35
3109	15
3110	21
3111	5
3112	19
3113	32
3114	6
3115	10
3116	17
3117	57
3118	13
3119	9
3123	24
3124	22
3126	21
3127	32
3128	11
3129	8
3130	27
3131	11
3132	18
3133	10
3134	5
3135	6
3136	8
3137	7
3138	13
3139	44
3140	19
3141	27
3142	17
3143	8
3144	7
3145	20
3146	32
3147	10
3148	10
3149	4
3150	10
3152	12
3153	10
3154	25
3155	30
3156	23
3157	29
3158	9
3159	11
3160	19
3161	38
3162	16
3163	10
3164	23
3165	10
3166	27
3167	20
3169	27
3170	15
3171	5
3172	16
3174	15
3175	2
3176	4
3177	12
3178	4
3179	23
3180	13
3181	11
3183	3
3184	11
3185	34
3186	9
3187	11
3189	18
3190	15
3191	28
3192	25
3194	10
3195	14
3197	12
3198	21
3199	15
3200	12
3201	3
3202	6
3203	27
3204	12
3205	14
3206	18
3207	11
3208	15
3212	24
3213	9
3214	29
3215	7
3216	25
3218	19
3219	18
3220	16
3221	20
3222	16
3223	9
3224	13
3225	26
3227	12
3228	23
3230	10
3232	38
3233	21
3234	38
3235	11
3236	7
3237	3
3238	4
3239	12
3240	2
3241	8
3242	16
3243	28
3244	22
3247	27
3248	15
3249	9
3252	28
3253	20
3254	15
3255	12
3258	2
3259	37
3261	9
3262	16
3263	3
3264	0
3265	18
3266	7
3267	14
3268	18
3269	15
3270	17
3271	20
3272	34
3273	13
3274	9
3275	23
3276	24
3277	14
3279	30
3280	21
3281	22
3283	39
3284	33
3285	12
3286	14
3289	11
3291	26
3293	8
3294	11
3295	27
3296	19
3297	16
3299	14
3300	17
3301	12
3302	5
3303	20
3304	28
3305	20
3306	3
3308	7
3310	9
3311	3
3312	2
3313	14
3314	16
3317	24
3318	11
3319	15
3320	13
3321	14
3323	5
3324	6
3325	7
3326	12
3327	11
3328	9
3329	18
3330	3
3332	10
3333	18
3334	4
3335	19
3337	0
3338	24
3339	42
3340	13
3341	21
3342	26
3343	5
3344	16
3345	5
3346	29
3347	30
3348	16
3349	22
3350	4
3351	17
3352	14
3355	13
3356	24
3357	24
3358	38
3359	13
3360	6
3361	28
3363	43
3364	24
3366	23
3367	10
3368	9
3369	18
3370	15
3371	25
3373	16
3374	20
3375	17
3376	10
3377	27
3379	16
3381	0
3382	21
3385	20
3386	16
3387	8
3388	10
3389	29
3390	6
3391	44
3393	8
3394	21
3395	9
3396	27
3397	6
3398	1
3399	26
3400	8
3401	13
3402	9
3403	8
3404	22
3405	21
3406	2
3407	20
3408	11
3409	20
3410	42
3412	43
3413	13
3414	5
3416	30
3417	19
3418	10
3419	16
3420	5
3421	1
3422	7
3423	4
3424	17
3426	3
3428	22
3429	22
3430	11
3431	40
3432	27
3433	16
3434	10
3435	21
3436	12
3437	18
3439	22
3440	8
3442	33
3443	14
3444	6
3445	22
3446	26
3448	40
3450	53
3451	7
3452	7
3453	19
3454	11
3455	3
3456	17
3457	6
3458	23
3459	7
3460	17
3461	12
3462	14
3463	9
3465	31
3466	9
3467	26
3468	14
3469	21
3470	7
3471	19
3472	25
3473	11
3474	14
3476	26
3477	31
3478	49
3479	14
3480	17
3482	21
3483	8
3484	16
