Total_runs	Turns
32171	20
32173	11
32174	4
32175	5
32176	18
32177	19
32178	44
32179	11
32180	16
32181	5
32182	11
32183	8
32184	41
32185	33
32186	23
32187	3
32188	23
32189	24
32190	5
32192	23
32193	24
32194	11
32195	12
32196	24
32197	10
32199	26
32202	19
32203	48
32204	31
32206	8
32207	25
32209	5
32210	18
32211	10
32212	8
32213	13
32214	0
32215	15
32216	6
32217	13
32218	11
32219	15
32221	23
32222	23
32223	16
32224	1
32225	19
32226	4
32227	19
32228	8
32229	8
32230	17
32231	21
32232	12
32233	5
32234	16
32235	1
32238	17
32239	7
32241	8
32242	14
32243	15
32245	13
32246	22
32248	15
32249	13
32250	12
32251	27
32252	10
32253	29
32254	8
32256	12
32257	23
32258	22
32259	19
32261	3
32262	4
32263	10
32265	23
32266	6
32268	22
32269	15
32270	9
32271	34
32272	8
32273	29
32274	11
32276	8
32277	20
32278	20
32279	14
32280	19
32281	14
32282	12
32283	7
32284	43
32285	31
32286	7
32287	15
32289	9
32290	16
32291	11
32292	7
32293	2
32294	32
32295	10
32296	12
32297	16
32298	16
32299	23
32300	35
32301	2
32302	13
32303	9
32304	15
32305	25
32306	13
32307	16
32308	13
32310	1
32311	7
32312	16
32313	5
32314	14
32315	13
32316	11
32317	14
32318	12
32320	19
32322	14
32323	23
32324	19
32325	28
32326	4
32327	7
32329	14
32330	30
32331	16
32332	35
32333	15
32334	4
32335	13
32336	28
32337	8
32338	10
32339	14
32340	3
32341	6
32342	12
32345	11
32347	22
32348	7
32349	15
32350	2
32351	28
32352	8
32355	17
32356	7
32358	45
32359	16
32360	17
32361	13
32362	11
32363	11
32364	7
32365	22
32366	8
32367	4
32368	7
32369	21
32370	7
32371	21
32372	14
32373	44
32374	22
32375	26
32376	26
32377	0
32378	16
32379	20
32380	32
32381	27
32382	11
32383	28
32384	30
32385	9
32386	33
32387	9
32388	14
32389	5
32390	10
32391	16
32392	14
32395	32
32396	15
32399	8
32400	29
32401	9
32402	12
32403	18
32404	18
32405	21
32406	8
32407	32
32408	15
32410	20
32411	5
32413	9
32414	12
32415	2
32416	6
32417	35
32418	7
32419	9
32422	18
32423	19
32424	10
32425	33
32426	34
32427	43
32428	26
32429	10
32430	18
32432	12
32433	22
32434	35
32436	6
32437	8
32438	6
32439	20
32440	14
32441	21
32442	4
32443	5
32444	2
32445	5
32446	15
32447	16
32448	18
32450	12
32451	20
32454	17
32455	24
32456	27
32457	12
32458	16
32459	24
32460	28
32462	15
32463	16
32464	23
32465	20
32466	7
32467	9
32468	10
32469	16
32470	21
32472	19
32473	8
32474	4
32475	11
32476	8
32477	23
32478	6
32479	12
32480	8
32481	18
32482	3
32483	36
32484	5
32485	10
32486	5
32487	15
32488	11
32489	6
32490	13
32491	20
32492	32
32493	14
32495	6
32496	5
32497	22
32498	8
32499	25
32500	21
32501	15
32502	26
32503	39
32504	7
32506	25
32507	23
32508	6
32509	11
32510	21
32511	10
32512	8
32514	13
32515	12
32516	16
32517	4
32518	11
32519	19
32520	8
32521	13
32522	18
32523	20
32526	12
32527	13
32528	35
32529	9
32530	36
32531	5
32532	18
32533	10
32534	8
32535	28
32536	26
32538	8
32539	18
32541	31
32542	11
32543	19
32544	8
32545	12
32546	5
32547	21
32548	20
32550	20
32551	8
32552	19
32553	14
32554	1
32555	22
32556	29
32557	28
32558	3
32559	19
32561	27
32563	15
32564	17
32565	12
32566	15
32567	7
32568	32
32569	18
32570	2
32571	25
32572	50
32573	21
32574	15
32575	5
32576	41
32577	36
32578	32
32580	10
32581	20
32582	23
32583	7
32584	6
32585	16
32586	36
32587	45
32588	13
32589	8
32590	17
32591	19
32592	6
32593	27
32594	22
32595	17
32597	27
32598	26
32599	36
32601	16
32602	2
32603	8
32604	10
32605	9
32606	11
32607	19
32609	2
32610	17
32611	22
32612	9
32613	33
32614	12
32615	5
32617	11
32620	17
32621	7
32622	10
32623	17
32624	11
32625	7
32626	22
32627	1
32628	20
32630	8
32631	16
32633	8
32634	7
32635	11
32636	22
32637	4
32638	23
32639	6
32641	15
32642	9
32644	10
32645	16
32647	18
32648	4
32649	22
32650	25
32651	22
32652	32
32653	16
32654	9
32655	27
32656	4
32657	12
32659	6
32660	9
32661	30
32662	15
32663	39
32664	12
32666	23
32667	27
32668	25
32669	21
32670	1
32671	30
32672	8
32673	8
32674	3
32675	17
32676	3
32677	22
32678	23
32679	13
32680	24
32681	19
32682	19
32683	5
32684	7
32685	19
32686	6
32687	30
32688	19
32689	21
32690	14
32691	1
32692	24
32693	22
32694	17
32695	16
32696	14
32697	19
32698	21
32701	12
32702	10
32704	20
32705	12
32707	17
32708	3
32710	7
32711	12
32712	9
32713	17
32714	28
32715	24
32716	27
32717	8
32719	15
32721	13
32722	8
32723	18
32724	27
32725	8
32726	14
32727	11
32728	11
32729	12
32730	36
32732	24
32733	7
32734	12
32735	18
32736	21
32737	6
32738	20
32739	16
32740	21
32741	21
32742	19
32743	13
32744	38
32745	11
32746	16
32748	13
32750	17
32751	22
32752	22
32753	3
32755	11
32756	19
32757	27
32758	26
32759	15
32760	5
32761	9
32762	24
32764	21
32765	15
32766	12
32767	17
32768	8
32769	17
32771	14
32772	17
32773	10
32774	17
32775	18
32776	22
32777	12
32779	7
32782	1
32783	6
32788	9
32789	13
32790	36
32791	14
32792	29
32793	12
32794	24
32795	12
32796	5
32798	38
32799	15
32800	1
32801	21
32802	26
32803	51
32804	10
32805	0
32806	20
32807	7
32809	2
32810	18
32811	10
32812	13
32813	6
32814	9
32815	7
32816	32
32817	34
32818	5
32819	22
32820	31
32821	7
32822	1
32823	13
32824	16
32825	12
32828	15
32830	9
32831	32
32832	25
32834	13
32835	13
32836	5
32837	14
32838	6
32839	9
32841	23
32843	12
32844	15
32845	16
32846	43
32847	4
32848	9
32849	23
32850	16
32851	26
32852	8
32853	13
32854	17
32855	16
32856	7
32857	16
32858	4
32859	16
32861	10
32863	21
32865	14
32866	9
32867	20
32868	22
32869	13
32870	10
32871	11
32872	15
32873	7
32874	7
32875	22
32877	37
32878	30
32879	31
32881	11
32882	23
32884	43
32885	12
32886	16
32887	9
32888	25
32890	19
32891	21
32893	17
32895	11
32896	7
32897	28
32898	0
32899	16
32900	32
32901	14
32902	7
32903	25
32904	5
32905	14
32906	15
32907	23
32908	9
32909	19
32910	15
32911	11
32912	27
32913	19
32914	10
32915	13
32916	16
32917	23
32918	14
32919	27
32920	8
32921	54
32922	21
32923	12
32925	26
32926	29
32927	13
32928	7
32932	12
32933	41
32934	14
32936	4
32937	21
32939	32
32940	22
32941	18
32942	5
32943	12
32944	11
32945	32
32946	25
32947	17
32948	3
32949	15
32950	8
32951	15
32953	31
32954	16
32956	3
32957	10
32959	19
32960	27
32962	24
32963	22
32964	6
32965	25
32966	23
32967	18
32968	17
32969	17
32970	20
32972	9
32973	18
32974	54
32975	16
32976	0
32977	13
32981	16
32982	9
32983	20
32984	16
32986	5
32987	30
32990	17
32991	8
32992	20
32993	40
32994	9
32995	8
32996	8
32997	23
32998	19
32999	9
33000	11
33001	11
33002	20
33005	37
33006	7
33008	27
33009	7
33010	39
33011	19
33012	40
33013	19
33014	12
33015	12
33017	23
33018	25
33019	42
33021	17
33022	46
33023	16
33024	44
33025	26
33026	30
33027	24
33028	29
33030	15
33032	21
33033	12
33034	33
33035	38
33036	29
33037	11
33038	13
33039	23
33040	50
33041	32
33042	3
33043	12
33044	18
33045	3
33046	3
33047	12
33048	12
33049	8
33050	32
33051	12
33052	14
33053	19
33054	13
33055	11
33056	19
33057	31
33059	6
33061	24
33062	5
33063	27
33065	12
33066	19
33067	11
33068	17
33069	36
33070	24
33071	8
33075	34
33076	35
33077	10
33080	8
33081	10
33083	4
33085	10
33086	6
33087	14
33088	11
33089	41
33090	7
33091	11
33092	21
33093	14
33094	24
33095	15
33096	9
33097	8
33098	13
33099	18
33100	8
33101	21
33102	23
33103	18
33104	2
33105	47
33106	29
33107	11
33108	7
33109	11
33110	28
33111	39
33112	8
33113	27
33114	17
33115	18
33117	24
33118	33
33119	11
33120	23
33121	36
33122	19
33123	47
33124	27
33125	36
33126	12
33127	14
33128	20
33129	18
33130	28
33131	16
33132	13
33133	6
33134	18
33135	16
33136	27
33137	3
33138	3
33139	26
33140	14
33141	8
33142	8
33143	10
33144	13
33145	4
33146	24
33147	23
33148	30
33149	42
33150	19
33151	10
33152	24
33153	47
33154	11
33155	23
33156	4
33157	34
33158	20
33159	16
33161	30
33162	18
33163	9
33164	10
33165	13
33168	14
33169	11
33171	14
33172	18
33173	14
33174	11
33175	26
33176	14
33178	14
33180	10
33181	1
33182	8
33183	30
33184	12
33185	17
33186	19
33187	24
33188	16
33189	10
33190	19
33191	7
33192	12
33193	3
33196	9
33197	15
33198	7
33199	3
33200	8
33201	5
33203	17
33204	12
33205	22
33208	18
33209	15
33210	17
33211	17
33212	46
33213	12
33215	8
33216	24
33217	17
33218	8
33219	34
33220	21
33221	3
33222	18
33224	16
33225	12
33226	11
33227	2
33228	18
33229	11
33231	10
33232	14
33233	15
33234	27
33235	1
33236	21
33237	13
33239	19
33241	25
33242	18
33243	15
33244	22
33245	40
33246	30
33247	8
33248	5
33249	17
33250	38
33251	12
33252	18
33253	8
33255	17
33256	17
33259	31
33261	17
33262	8
33263	5
33264	10
33265	6
33266	7
33267	13
33268	25
33269	17
33271	5
33272	8
33273	24
33274	8
33276	9
33277	32
33278	24
33279	30
33280	11
33281	12
33282	16
33283	16
33285	7
33286	36
33288	6
33289	19
33290	1
33291	7
33292	13
33293	7
33294	5
33295	12
33296	14
33297	17
33298	12
33299	12
33300	6
33303	4
33304	25
33305	2
33306	9
33307	26
33308	16
33309	17
33310	6
33311	31
33312	17
33314	9
33315	14
33316	7
33317	10
33318	25
33319	10
33321	1
33322	8
33323	24
33324	22
33325	4
33326	19
33327	11
33328	18
33329	40
33331	7
33334	4
33337	16
33339	33
33340	18
33341	11
33342	24
33343	10
33344	19
33345	24
33346	24
33347	10
33348	16
33349	34
33350	4
33351	15
33352	25
33356	9
33357	30
33358	13
33359	11
33360	21
33361	38
33363	40
33364	28
33365	29
33368	15
33370	22
33371	19
33372	28
33373	16
33374	43
33375	18
33376	17
33377	5
33378	8
33379	9
33380	22
33381	24
33382	38
33384	3
33385	22
33386	25
33388	13
33389	10
33390	9
33392	14
33393	37
33394	3
33396	5
33397	39
33398	11
33399	11
33400	17
33401	16
33402	11
33403	12
33406	7
33407	9
33408	30
33409	5
33410	16
33411	8
33412	30
33413	12
33414	16
33415	4
33416	11
33417	23
33419	17
33420	19
33421	7
33422	16
33424	24
33425	19
33426	17
33427	39
33428	11
33429	10
33430	14
33431	16
33433	13
33435	19
33436	13
33437	16
33438	8
33439	42
33440	15
33441	23
33442	42
33443	9
33444	21
33445	20
33446	13
33447	2
33450	12
33451	10
33452	6
33453	12
33454	18
33455	23
33456	15
33457	8
33458	11
33459	10
33460	16
33461	6
33462	19
33463	15
33464	11
33465	5
33466	27
33467	8
33469	6
33470	12
33471	3
33472	10
33473	14
33474	14
33475	28
33476	8
33477	12
33478	26
33480	8
33481	15
33482	24
33483	17
33484	29
33485	36
33486	15
33487	26
33488	11
33489	14
33490	17
33491	11
33494	6
33495	13
33496	16
33497	8
33498	11
33499	17
33500	33
33501	9
33502	5
33503	15
33505	15
33506	23
33507	27
33508	13
33509	15
33510	17
33511	9
33512	38
33513	16
33514	32
33515	21
33516	39
33517	22
33519	11
33520	18
33522	22
33523	14
33524	14
33525	21
33526	9
33527	14
33528	7
33529	15
33530	24
33531	16
33532	14
33533	15
33534	2
33536	27
33537	5
33538	20
33539	22
33540	14
33541	6
33542	8
33543	28
33544	15
33546	9
33547	5
33548	11
33549	15
33550	10
33551	16
33552	12
33553	22
33554	18
33555	10
33556	16
33557	15
33558	29
33560	14
33561	31
33562	8
33563	17
33564	18
33565	15
33566	3
33567	14
33568	10
33569	4
33570	32
33571	23
33572	6
33574	4
33575	9
33576	14
33577	30
33578	29
33579	14
33580	23
33581	24
33583	8
33584	20
33586	14
33587	3
33588	9
33589	4
33591	16
33592	12
33594	23
33597	11
33599	12
33600	14
33601	20
33602	30
33603	15
33604	12
33605	31
33608	15
33609	50
33610	16
33611	4
33612	18
33613	14
33614	11
33615	15
33616	16
33617	5
33618	25
33619	1
33620	11
33622	10
33623	8
33624	1
33625	34
33626	17
33627	34
33628	15
33630	21
33631	13
33632	29
33633	5
33634	21
33635	15
33636	5
33637	19
33638	20
33640	23
33641	7
33642	19
33643	18
33644	13
33645	36
33646	19
33647	4
33648	32
33649	10
33651	8
33652	0
33653	27
33654	10
33655	8
33656	31
33657	15
33658	9
33659	8
33660	6
33663	7
33664	10
33665	15
33666	5
33667	10
33668	3
33669	8
33670	10
33671	25
33672	31
33673	21
33674	23
33676	9
33677	9
33678	17
33679	28
33680	1
33681	6
33682	16
33683	11
33685	4
33686	23
33688	15
33689	10
33691	24
33692	5
33693	16
33694	9
33695	24
33696	31
33697	4
33698	39
33699	21
33700	8
33701	14
33702	41
33703	35
33704	16
33705	6
33706	17
33707	10
33708	13
33709	16
33710	25
33711	40
33712	16
33713	16
33714	18
33715	8
33716	3
33717	40
33718	15
33721	12
33722	17
33723	20
33724	9
33725	22
33726	30
33727	36
33728	27
33729	14
33730	20
33731	6
33732	8
33733	30
33734	10
33735	23
33736	13
33737	6
33738	24
33743	36
33744	31
33745	12
33747	7
33748	13
33749	33
33750	24
33751	12
33752	16
33753	9
33754	40
33756	20
33757	14
33758	11
33759	9
33761	24
33762	11
33763	36
33765	10
33767	23
33768	20
33769	33
33770	19
33771	8
33772	33
33773	24
33774	17
33776	5
33777	34
33778	24
33779	3
33780	17
33781	11
33782	22
33783	11
33784	17
33785	15
33786	31
33788	12
33789	17
33790	11
33791	18
33793	22
33794	22
33795	16
33796	9
33797	27
33798	53
33800	23
33803	19
33804	26
33805	18
33806	3
33807	23
33808	16
33809	19
33810	32
33811	16
33812	6
33814	39
33815	37
33816	15
33817	18
33818	8
33819	4
33820	20
33821	8
33822	23
33823	10
33824	12
33825	5
33826	26
33827	6
33830	28
33831	6
33832	10
33833	7
33834	6
33835	2
33836	36
33838	6
33839	14
33840	10
33841	27
33842	11
33843	21
33844	19
33845	24
33846	11
33847	12
33848	24
33849	12
33850	19
33852	21
33853	25
33854	7
33855	5
33856	29
33857	22
33858	8
33859	15
33860	17
33861	18
33862	19
33863	11
33864	10
33865	10
33866	10
33867	30
33868	10
33869	15
33870	28
33871	37
33872	25
33873	17
33874	40
33875	6
33876	18
33877	4
33878	25
33879	12
33880	3
33881	23
33882	19
33883	6
33884	10
33887	23
33888	19
33889	6
33890	12
33891	33
33892	35
33893	12
33894	23
33895	12
33896	7
33897	2
33898	10
33899	8
33900	6
33901	15
33902	15
33903	31
33904	6
33905	9
33906	31
33907	11
33908	9
33910	25
33911	11
33912	18
33913	17
33914	0
33916	20
33917	13
33918	16
33919	39
33921	33
33922	9
33925	14
33926	8
33927	9
33928	24
33929	9
33930	10
33932	12
33933	15
33934	2
33935	25
33936	25
33937	10
33938	5
33939	41
33940	20
33941	15
33942	12
33943	17
33945	19
33946	22
33947	10
33948	20
33950	2
33951	25
33952	12
33953	19
33955	11
33956	43
33957	0
33958	11
33959	8
33960	2
33961	34
33962	2
33963	25
33964	6
33965	15
33966	3
33967	15
33968	12
33969	15
33970	9
33971	22
33972	28
33973	16
33974	15
33975	12
33976	7
33977	35
33978	17
33980	2
33981	29
33982	4
33983	21
33984	9
33985	26
33986	8
33987	22
33988	20
33990	15
33991	16
33992	18
33993	27
33994	13
33996	2
33997	13
33999	24
34000	10
34001	25
34002	23
34003	24
34004	30
34005	10
34006	26
34007	22
34009	43
34010	9
34011	9
34012	15
34013	15
34014	15
34015	31
34017	15
34018	6
34019	24
34020	14
34021	20
34022	9
34024	3
34025	19
34027	15
34028	32
34029	5
34030	18
34031	6
34032	4
34033	17
34034	13
34035	10
34036	12
34037	6
34038	4
34039	13
34040	6
34041	30
34042	34
34043	44
34045	6
34046	3
34047	13
34048	28
34049	9
34050	26
34051	5
34054	17
34056	11
34057	11
34058	12
34059	15
34060	38
34061	23
34062	16
34063	13
34064	16
34065	16
34066	40
34067	21
34068	23
34069	10
34071	27
34073	4
34074	16
34075	11
34076	13
34077	28
34078	20
34079	27
34080	10
34081	29
34082	21
34084	7
34085	19
34086	10
34087	7
34088	22
34089	37
34090	39
34091	34
34092	20
34093	27
34094	22
34095	12
34096	6
34097	16
34098	13
34099	6
34101	12
34102	23
34103	17
34104	18
34105	9
34106	5
34108	17
34110	23
34111	24
34112	22
34113	14
34114	11
34115	12
34116	14
34119	20
34120	50
34121	30
34122	42
34123	13
34124	7
34125	8
34126	9
34127	3
34128	12
34129	18
34130	9
34132	40
34133	21
34134	13
34135	32
34136	7
34137	14
34139	22
34140	4
34141	12
34142	26
34143	26
34144	19
34146	6
34147	16
34148	24
34149	4
34150	11
34151	29
34152	12
34153	22
34154	13
34155	3
34156	13
34157	17
34158	29
34160	20
34161	11
34162	25
34165	20
34166	26
34167	26
34168	12
34169	6
34170	14
34171	10
34173	35
34174	22
34175	16
34176	18
34177	12
34178	32
34179	12
34180	27
34181	16
34183	24
34184	14
34186	22
34187	30
34190	8
34191	12
34192	16
34194	12
34195	19
34196	16
34197	11
34198	17
34199	15
34200	9
34202	14
34203	13
34204	10
34205	37
34207	19
34210	21
34211	27
34212	26
34213	25
34215	11
34216	32
34217	18
34218	21
34219	33
34222	34
34223	21
34224	8
34226	43
34227	10
34228	12
34229	7
34230	14
34231	29
34232	18
34233	9
34234	7
34235	8
34237	13
34238	11
34239	21
34240	25
34241	25
34242	11
34243	4
34244	18
34245	4
34246	19
34247	20
34248	7
34250	21
34251	17
34252	10
34253	17
34254	17
34255	8
34256	25
34257	23
34258	15
34259	28
34260	12
34261	12
34262	7
34263	13
34264	21
34265	12
34266	13
34267	17
34268	30
34269	7
34270	10
34271	5
34272	21
34273	13
34274	14
34275	11
34276	24
34278	43
34279	7
34280	19
34281	16
34282	22
34283	23
34284	8
34285	11
34286	22
34287	18
34288	6
34289	11
34290	2
34291	7
34292	21
34295	32
34296	9
34297	23
34299	5
34300	6
34301	11
34302	9
34305	26
34306	8
34307	28
34308	13
34309	13
34310	16
34311	9
34312	12
34313	18
34314	29
34316	34
34317	20
34318	9
34319	22
34320	35
34321	12
34322	47
34323	38
34324	40
34325	8
34326	20
34327	19
34328	16
34329	12
34330	7
34331	4
34332	15
34333	18
34334	29
34335	25
34336	23
34337	8
34338	9
34339	15
34340	17
34341	7
34343	32
34345	14
34346	19
34347	37
34348	0
34349	8
34350	25
34351	19
34352	25
34353	34
34354	31
34355	11
34356	3
34357	32
34358	4
34360	13
34361	9
34363	20
34364	10
34366	17
34367	15
34368	13
34369	33
34370	1
34371	4
34372	8
34373	15
34374	32
34375	15
34376	9
34377	17
34379	27
34380	29
34381	16
34382	17
34383	6
34384	16
34385	19
34386	17
34387	3
34388	10
34389	10
34391	37
34393	3
34394	20
34396	26
34397	12
34398	17
34399	1
34400	9
34401	39
34402	17
34403	9
34404	6
34405	10
34406	6
34407	22
34409	11
34410	20
34411	14
34412	15
34413	36
34416	13
34417	4
34418	26
34419	10
34420	20
34421	9
34422	13
34423	13
34424	22
34426	30
34427	20
34428	6
34429	24
34430	23
34431	19
34432	14
34433	28
34434	14
34435	28
34436	9
34437	3
34438	1
34440	11
34441	9
34442	13
34443	22
34444	3
34447	11
34448	11
34449	30
34450	41
34451	12
34452	7
34453	16
34454	14
34455	14
34456	10
34457	8
34459	5
34460	30
34462	2
34463	12
34465	24
34466	23
34467	11
34468	8
34469	21
34470	18
34472	15
34474	40
34476	19
34477	3
34479	13
34480	14
34481	18
34482	15
34483	24
34484	16
34485	8
34486	9
34488	12
34489	17
34491	8
34493	10
34494	9
34495	8
34497	12
34498	9
34499	24
34500	18
34501	13
34502	12
34505	12
34506	24
34507	18
34508	18
34509	37
34510	19
34511	37
34512	23
34513	19
34514	17
34515	8
34516	38
34517	19
34518	5
34519	17
34520	21
34521	52
34522	0
34524	18
34525	18
34526	19
34527	13
34528	11
34530	25
34532	7
34533	12
34534	25
34535	8
34536	17
34537	10
34538	33
34539	12
34540	19
34541	36
34543	35
34544	16
34547	22
34550	19
34552	17
34554	4
34555	8
34556	26
34557	26
34558	41
34559	6
34560	34
34561	10
34563	45
34564	30
34566	20
34567	9
34568	12
34569	8
34570	16
34571	22
34573	3
34574	14
34577	19
34579	6
34580	23
34581	27
34582	37
34583	19
34586	8
34588	11
34589	20
34590	3
34591	16
34592	27
34593	19
34594	10
34595	13
34596	4
34597	22
34598	8
34599	5
34600	14
34601	16
34602	23
34603	41
34604	13
34605	9
34606	21
34607	18
34608	33
34610	31
34611	15
34612	26
34614	33
34615	5
34616	9
34617	39
34618	17
34619	33
34620	26
34621	16
34622	12
34623	19
34624	7
34625	14
34626	26
34627	20
34628	18
34629	22
34631	22
34632	24
34633	17
34634	24
34635	17
34636	20
34637	22
34638	22
34639	9
34640	7
34641	7
34642	11
34643	22
34644	17
34645	8
34646	14
34647	12
34648	20
34649	16
34650	3
34651	20
34652	7
34653	43
34654	5
34655	22
34656	6
34657	14
34658	9
34659	5
34660	11
34661	10
34662	12
34663	3
34664	5
34665	17
34666	10
34667	13
34668	10
34669	7
34671	9
34672	25
34673	2
34676	12
34677	20
34678	28
34679	14
34680	10
34682	10
34683	12
34684	9
34687	16
34688	21
34689	15
34690	7
34691	27
34692	15
34693	18
34694	17
34695	0
34696	8
34697	37
34698	15
34700	15
34703	16
34705	9
34706	13
34707	4
34708	44
34710	4
34711	7
34712	39
34713	8
34715	36
34716	8
34717	2
34718	35
34719	29
34720	8
34721	9
34722	2
34723	6
34725	20
34727	5
34728	13
34729	14
34730	5
34731	18
34732	14
34734	14
34735	5
34736	13
34737	12
34738	8
34739	4
34740	8
34741	18
34742	30
34744	6
34746	9
34747	8
34748	15
34749	32
34751	11
34752	25
34753	13
34754	27
34756	13
34757	6
34758	12
34759	17
34760	36
34761	11
34762	4
34763	40
34764	16
34766	30
34767	28
34768	8
34769	27
34770	14
34771	22
34772	2
34773	20
34774	11
34775	3
34776	7
34777	5
34778	3
34780	23
34781	13
34782	23
34783	8
34784	10
34785	24
34786	6
34787	15
34788	5
34789	11
34790	18
34791	4
34792	12
34793	28
34794	25
34795	3
34797	9
34799	27
34800	4
34801	31
34802	8
34803	20
34804	13
34805	14
34807	15
34808	24
34809	11
34810	17
34811	16
34812	5
34814	19
34815	29
34817	12
34818	4
34819	14
34820	22
34821	9
34822	15
34823	11
34824	28
34825	19
34826	2
34827	5
34828	10
34829	5
34830	7
34831	38
34832	27
34834	50
34836	37
34837	14
34838	36
34839	8
34840	33
34841	5
34842	22
34844	26
34845	4
34846	16
34847	11
34849	21
34851	14
34853	13
34854	18
34855	32
34856	3
34858	15
34859	17
34860	7
34861	12
34862	23
34863	27
34864	28
34865	28
34866	11
34867	11
34868	17
34869	18
34870	11
34871	27
34872	13
34874	5
34875	17
34876	16
34877	12
34878	10
34879	3
34880	14
34881	21
34882	27
34883	10
34885	4
34886	20
34887	10
34889	12
34890	23
34891	17
34894	33
34895	18
34896	4
34897	1
34898	24
34899	13
34900	27
34901	44
34902	18
34903	11
34904	11
34905	11
34906	2
34907	0
34908	7
34909	20
34910	15
34911	18
34913	16
34914	13
34916	16
34917	0
34918	1
34919	12
34920	10
34921	5
34922	29
34923	7
34925	19
34926	18
34927	5
34928	15
34929	6
34930	18
34931	18
34933	18
34934	22
34935	34
34936	1
34937	34
34938	17
34939	19
34940	5
34941	14
34942	28
34943	26
34944	18
34945	9
34946	15
34947	4
34948	5
34949	7
34951	3
34952	8
34953	24
34955	6
34956	22
34957	18
34958	28
34959	11
34961	3
34963	6
34964	16
34965	8
34966	11
34967	15
34968	12
34969	20
34970	16
34972	29
34973	24
34974	29
34975	17
34976	8
34977	12
34979	8
34980	5
34981	23
34982	21
34983	14
34984	8
34985	21
34986	27
34988	15
34989	14
34990	10
34991	9
34993	21
34994	20
34995	19
34996	6
34997	0
34998	15
35000	29
35002	21
35003	17
35004	2
35005	17
35006	20
35007	12
35008	31
35009	13
35010	19
35011	20
35012	27
35013	3
35014	6
35015	10
35017	26
35018	10
35020	10
35021	21
35023	17
35024	12
35025	13
35026	7
35027	17
35028	5
35029	23
35031	6
35032	42
35033	11
35034	13
35035	17
35037	15
35040	17
35041	21
35042	14
35044	2
35045	8
35046	42
35048	15
35049	4
35050	0
35051	9
35052	10
35053	11
35054	15
35055	12
35057	17
35058	28
35059	18
35061	12
35062	20
35063	35
35064	15
35065	22
35066	11
35067	11
35068	7
35069	1
35070	25
35071	3
35072	50
35073	7
35075	8
35076	17
35077	14
35079	16
35080	17
35081	5
35082	25
35083	23
35084	18
35085	26
35086	35
35088	24
35089	27
35092	19
35093	10
35094	6
35095	0
35096	2
35097	2
35099	22
35100	27
35101	30
35102	6
35103	28
35104	9
35105	8
35106	24
35107	13
35108	10
35109	5
35110	18
35112	9
35113	22
35114	13
35115	13
35116	17
35117	16
35119	4
35120	7
35122	13
35123	11
35124	12
35129	15
35130	5
35131	14
35132	12
35133	35
35136	10
35138	1
35139	14
35140	7
35141	34
35142	20
35143	4
35144	20
35145	19
35146	1
35147	18
35148	20
35149	43
35150	15
35152	23
35153	7
35154	19
35155	19
35156	4
35157	22
35158	4
35159	7
35160	24
35161	8
35162	4
35164	16
35165	18
35166	17
35167	30
35168	10
35169	11
35170	15
35171	13
35172	10
35173	10
35174	16
35176	17
35177	15
35178	23
35182	27
35183	19
35184	15
35185	12
35186	27
35188	15
35189	32
35190	13
35191	30
35193	21
35194	19
35196	23
35197	26
35198	7
35199	26
35201	24
35202	8
35203	1
35204	7
35205	18
35206	20
35207	30
35208	17
35209	9
35210	7
35211	28
35212	20
35213	16
35214	11
35215	18
35216	9
35217	16
35218	19
35219	24
35220	13
35221	6
35222	17
35223	4
35225	22
35226	31
35227	17
35228	20
35229	19
35230	8
35231	2
35233	13
35234	8
35235	19
35236	2
35237	16
35238	3
35239	11
35240	10
35241	34
35242	16
35243	28
35244	13
35245	31
35246	17
35247	13
35249	37
35250	13
35252	7
35253	9
35254	9
35255	11
35256	0
35257	27
35260	25
35261	54
35262	10
35263	16
35264	17
35265	17
35267	10
35268	17
35270	8
35271	7
35273	9
35274	17
35275	13
35277	22
35279	31
35280	12
35281	32
35282	41
35283	13
35284	18
35285	17
35287	29
35288	7
35290	25
35291	14
35292	18
35293	5
35294	15
35298	4
35299	6
35300	37
35301	15
35302	32
35303	14
35304	5
35305	29
35306	12
35307	13
35308	12
35309	30
35310	31
35311	3
35314	5
35315	6
35316	17
35317	1
35318	1
35319	13
35320	9
35321	17
35322	4
35324	6
35325	4
35326	17
35327	20
35329	9
35330	26
35331	1
35332	5
35333	6
35334	44
35335	19
35336	12
35337	17
35338	13
35339	13
35340	5
35341	11
35342	18
35343	21
35344	8
35345	9
35346	23
35347	23
35348	7
35349	12
35350	21
35351	10
35352	10
35354	17
35355	27
35356	22
35357	13
35358	12
35359	2
35360	24
35361	12
35362	7
35363	23
35366	12
35367	6
35368	13
35369	26
35370	32
35371	20
35373	27
35374	11
35375	15
35376	25
35378	6
35379	18
35380	29
35381	27
35382	20
35383	14
35384	7
35385	18
35386	28
35387	43
35388	14
35389	0
35390	14
35391	31
35392	10
35393	10
35394	7
35395	3
35396	22
35397	19
35398	20
35399	20
35401	15
35402	22
35403	14
35404	24
35405	39
35406	26
35407	19
35408	27
35409	6
35410	7
35411	0
35412	15
35413	30
35414	14
35415	46
35416	7
35417	17
35419	12
35420	11
35421	31
35422	16
35423	8
35424	11
35425	5
35426	16
35427	15
35428	22
35429	13
35430	24
35431	17
35432	13
35433	20
35434	4
35436	13
35437	16
35438	36
35439	7
35440	19
35441	6
